ECG,RSP
0.054474,6.6443
0.067444,6.6498
0.08606,6.6495
0.105286,6.6547
0.120239,6.6595
0.130157,6.6595
0.135193,6.6641
0.123138,6.6644
0.100098,6.669
0.049286,6.6693
-0.014343,6.6742
-0.077972,6.6748
-0.12619,6.6748
-0.153198,6.6788
-0.160522,6.6791
-0.160522,6.6791
-0.145874,6.6843
-0.13504,6.6833
-0.12146,6.6849
-0.109406,6.6852
-0.096893,6.6895
-0.082397,6.6888
-0.075073,6.6895
-0.065155,6.6888
-0.057678,6.6934
-0.050964,6.6937
-0.050354,6.6937
-0.050507,6.6946
-0.043182,6.6983
-0.040741,6.6992
-0.035858,6.6986
-0.035706,6.6986
-0.033417,6.7038
-0.030823,6.7035
-0.026093,6.7038
-0.018616,6.7029
-0.016327,6.7087
-0.016479,6.709
-0.010376,6.7087
-0.011597,6.7133
-0.011292,6.7133
-0.013885,6.7178
-0.011139,6.7184
-0.006409,6.7188
-0.003815,6.7224
-0.001373,6.7233
0.005798,6.7279
0.005798,6.727
0.009766,6.7334
0.032654,6.7328
0.041962,6.738
0.056152,6.7377
0.071869,6.7426
0.039978,6.7426
0.00351,6.7474
-0.017395,6.748
-0.006256,6.7523
-0.016022,6.7523
-0.023499,6.7569
-0.026093,6.7569
-0.018768,6.7618
-0.010223,6.7621
-0.00412,6.7664
-0.00412,6.77
-0.001373,6.7722
-0.016937,6.7764
-0.064087,6.7764
0.003357,6.7822
0.270844,6.7825
0.937042,6.7871
0.777893,6.7865
0.1651,6.7908
-0.292511,6.7911
-0.423737,6.7963
-0.309448,6.796
-0.163879,6.8002
-0.098572,6.8015
-0.067596,6.8042
-0.048218,6.8066
-0.0383,6.806
-0.028534,6.8112
-0.016327,6.8106
-0.006561,6.8155
0.001984,6.8164
0.006714,6.8158
0.012817,6.8213
0.018921,6.8213
0.023193,6.8204
0.032654,6.8204
0.044403,6.8253
0.055237,6.8256
0.073242,6.8253
0.094757,6.8259
0.108032,6.8253
0.119934,6.8253
0.130463,6.8259
0.132599,6.8253
0.125732,6.8256
0.103455,6.8256
0.055695,6.8253
-0.014648,6.8243
-0.080414,6.8204
-0.132294,6.8201
-0.161591,6.8201
-0.170288,6.8164
-0.175171,6.8152
-0.164032,6.8161
-0.146179,6.8161
-0.136108,6.8118
-0.12207,6.8106
-0.109406,6.8109
-0.094604,6.8057
-0.08255,6.806
-0.075073,6.806
-0.064087,6.8011
-0.052795,6.8011
-0.052032,6.8008
-0.048218,6.7963
-0.044556,6.796
-0.038147,6.796
-0.035858,6.796
-0.031281,6.7911
-0.033417,6.7914
-0.03067,6.7914
-0.026245,6.7914
-0.023651,6.7908
-0.025024,6.7862
-0.023804,6.7865
-0.016327,6.7865
-0.014038,6.7862
-0.011292,6.7859
-0.009003,6.7865
-0.006714,6.7865
-0.004272,6.7816
-0.001984,6.7822
0.00061,6.7816
0.005798,6.7816
0.024872,6.7816
0.04425,6.7813
0.049133,6.7813
0.07843,6.7822
0.071716,6.7816
0.029449,6.7822
0.001221,6.7822
-0.011749,6.7813
-0.009003,6.7816
-0.020752,6.7816
-0.02594,6.7819
-0.023804,6.781
-0.018921,6.7871
-0.016327,6.7868
-0.013885,6.7862
-0.011292,6.7865
-0.009155,6.7862
-0.025024,6.7859
-0.069885,6.7868
-0.009766,6.7862
0.263672,6.7871
0.949707,6.7859
0.802765,6.7868
0.132599,6.7862
-0.330658,6.7868
-0.43457,6.7871
-0.307007,6.7862
-0.162201,6.7865
-0.101013,6.7871
-0.071716,6.7911
-0.054321,6.7917
-0.035706,6.7914
-0.028229,6.792
-0.021057,6.792
-0.007629,6.7908
0.003204,6.7926
0.013275,6.7911
0.018311,6.7914
0.02533,6.7914
0.032806,6.7911
0.041656,6.7908
0.054474,6.7911
0.070343,6.7908
0.088501,6.7905
0.107727,6.7862
0.129089,6.7865
0.146027,6.7871
0.157013,6.7871
0.154877,6.7807
0.143585,6.7816
0.110931,6.7813
0.051727,6.7767
-0.024261,6.774
-0.097046,6.7719
-0.149536,6.7667
-0.18219,6.7673
-0.194702,6.7624
-0.194855,6.7575
-0.182495,6.7572
-0.167999,6.7523
-0.149384,6.748
-0.131531,6.7432
-0.111542,6.7426
-0.094147,6.7377
-0.082397,6.7334
-0.0737,6.7279
-0.065308,6.7236
-0.055389,6.7236
-0.050354,6.7184
-0.045319,6.713
-0.040741,6.7093
-0.038147,6.7035
-0.0383,6.7032
-0.035553,6.6983
-0.033569,6.6943
-0.030518,6.6891
-0.025787,6.6895
-0.023499,6.684
-0.02121,6.6791
-0.018616,6.6742
-0.015869,6.6742
-0.016327,6.6693
-0.013733,6.6644
-0.006561,6.6644
-0.003662,6.6599
0.001068,6.6547
-0.002899,6.6547
-0.001526,6.6501
0.000763,6.647
0.000763,6.6449
0.003357,6.6403
0.003052,6.6403
0.00351,6.6351
0.005798,6.6309
0.010681,6.626
0.01297,6.6254
0.013123,6.6205
0.013123,6.6156
0.017548,6.6101
0.015411,6.6068
0.01297,6.6071
0.01297,6.6013
0.015564,6.5958
0.015411,6.5915
0.015411,6.5866
0.016785,6.582
0.041809,6.5765
0.05661,6.5723
0.061646,6.5668
0.082092,6.5622
0.048218,6.5576
0.009308,6.5527
-0.013733,6.5479
-0.009918,6.5417
-0.011292,6.5378
-0.023193,6.5329
-0.028687,6.5274
-0.021362,6.5228
-0.016479,6.5173
-0.013885,6.5131
-0.012207,6.5085
-0.00946,6.4987
-0.0177,6.4938
-0.072327,6.489
-0.036011,6.4841
0.198364,6.474
0.840454,6.4694
0.93277,6.4639
0.181732,6.4539
-0.343628,6.4493
-0.441589,6.4426
-0.312958,6.4346
-0.312347,6.4301
-0.094452,6.4203
-0.072479,6.4154
-0.05188,6.4105
-0.036316,6.4011
-0.023651,6.3965
-0.013885,6.3916
-0.001221,6.3818
0.008392,6.376
0.017853,6.3672
0.025482,6.362
0.032654,6.3568
0.039673,6.348
0.053101,6.3394
0.064087,6.3327
0.080109,6.3232
0.100098,6.3135
0.122833,6.3034
0.143585,6.2897
0.160828,6.2787
0.169067,6.2665
0.171356,6.2549
0.162048,6.2405
0.131378,6.2268
0.072937,6.2158
-0.011444,6.2009
-0.095673,6.1871
-0.160675,6.1719
-0.194855,6.1569
-0.22171,6.1423
-0.224152,6.1279
-0.209808,6.113
-0.195007,6.0986
-0.177612,6.0843
-0.158234,6.0715
-0.136261,6.0596
-0.119171,6.0452
-0.10437,6.033
-0.089874,6.0205
-0.075836,6.0104
-0.066223,5.9964
-0.060425,5.9863
-0.055389,5.9766
-0.047913,5.9662
-0.043182,5.957
-0.038147,5.9473
-0.035858,5.9378
-0.033417,5.9277
-0.033417,5.9177
-0.028534,5.9137
-0.028229,5.9033
-0.028687,5.8939
-0.02594,5.8887
-0.023804,5.8783
-0.021057,5.874
-0.018616,5.8646
-0.016022,5.8591
-0.013733,5.8505
-0.013885,5.8447
-0.011597,5.8401
-0.00412,5.8301
-0.001678,5.8255
-0.001831,5.8163
0.000458,5.8109
0.000763,5.8057
0.003357,5.7956
0.007324,5.7904
0.008087,5.7861
0.005493,5.7761
0.010681,5.7721
0.008087,5.7669
0.010681,5.7562
0.00824,5.752
0.00824,5.7465
0.008087,5.7422
0.010529,5.7324
0.015717,5.7272
0.015259,5.7224
0.015564,5.7178
0.012665,5.7108
0.015564,5.7031
0.025024,5.6976
0.04837,5.694
0.069122,5.6885
0.06073,5.6839
0.081482,5.6766
0.045319,5.6693
0.006714,5.6641
-0.011139,5.6592
-0.009003,5.6546
-0.016327,5.6494
-0.02533,5.6448
-0.028229,5.6375
-0.023804,5.6296
-0.021515,5.6247
-0.016937,5.621
-0.011139,5.6155
-0.006866,5.6104
-0.014648,5.6052
-0.071259,5.6009
-0.053101,5.5969
0.169525,5.5911
0.809937,5.5859
1.00708,5.5811
0.237427,5.5814
-0.335541,5.5759
-0.445557,5.5713
-0.313568,5.5667
-0.163116,5.5615
-0.105286,5.5618
-0.078735,5.5573
-0.060577,5.5524
-0.045929,5.5472
-0.033722,5.5426
-0.019836,5.5429
-0.011444,5.5377
-0.001678,5.531
0.00824,5.5273
0.017853,5.5258
0.023956,5.5219
0.03006,5.5154
0.038757,5.5081
0.049591,5.5032
0.06546,5.4932
0.08255,5.4837
0.100708,5.4688
0.125275,5.4599
0.147095,5.4443
0.161743,5.4309
0.16922,5.416
0.165253,5.4019
0.145416,5.3864
0.099792,5.3708
0.024872,5.3571
-0.059967,5.3384
-0.126495,5.3226
-0.174713,5.3076
-0.201416,5.2924
-0.209656,5.2737
-0.206909,5.2594
-0.196533,5.2448
-0.177155,5.2298
-0.160065,5.2142
-0.141449,5.1993
-0.125885,5.1865
-0.108643,5.1718
-0.087585,5.1566
-0.079651,5.1428
-0.068054,5.1315
-0.059662,5.1221
-0.055084,5.108
-0.046387,5.0983
-0.043182,5.0888
-0.040894,5.0784
-0.035858,5.0693
-0.03479,5.061
-0.031128,5.0546
-0.028687,5.0449
-0.028381,5.0409
-0.02594,5.032
-0.023499,5.0253
-0.021057,5.0208
-0.018768,5.0159
-0.016327,5.0113
-0.015717,5.0061
-0.00885,5.0015
-0.006561,5.0012
-0.006256,4.996
-0.003967,4.9918
-0.001526,4.9915
0.000916,4.9863
0.005798,4.9869
0.005493,4.9875
0.005493,4.9814
0.00824,4.9826
0.010529,4.9826
0.01236,4.9814
0.01297,4.9817
0.013123,4.982
0.012665,4.9823
0.01297,4.9823
0.013428,4.9817
0.013123,4.9814
0.013123,4.982
0.010681,4.982
0.010529,4.9817
0.013428,4.9817
0.013123,4.9814
0.015564,4.9817
0.023499,4.9811
0.047455,4.9863
0.06897,4.9869
0.061798,4.9866
0.082092,4.9866
0.053864,4.9863
0.010071,4.9863
-0.012054,4.9918
-0.012054,4.9915
-0.016327,4.9918
-0.02594,4.9911
-0.028534,4.9915
-0.023956,4.9963
-0.018616,4.9966
-0.018768,4.996
-0.013885,4.9963
-0.009613,4.9963
-0.016632,5.0009
-0.079956,5.0012
-0.074463,5.0009
0.149384,5.0012
0.81131,5.0015
1.009521,5.0006
0.249481,5.0058
-0.323029,5.0067
-0.448914,5.0055
-0.325317,5.0061
-0.172577,5.0058
-0.113678,5.0061
-0.085449,5.0061
-0.065765,5.0061
-0.050659,5.0058
-0.03891,5.0061
-0.028381,5.0055
-0.020905,5.0067
-0.009003,5.0064
0.002747,5.0067
0.01358,5.0061
0.023041,5.0067
0.031891,5.0061
0.039673,5.0061
0.05127,5.0067
0.067291,5.0006
0.083618,5.0012
0.103302,4.9966
0.127411,4.9918
0.14801,4.9884
0.161438,4.9817
0.16922,4.9719
0.168457,4.9588
0.149689,4.9423
0.09964,4.9277
0.022583,4.9075
-0.06012,4.884
-0.130768,4.8615
-0.179749,4.8392
-0.20462,4.8129
-0.215149,4.7867
-0.206757,4.7623
-0.192566,4.7348
-0.175629,4.7083
-0.159912,4.6805
-0.140381,4.6536
-0.123901,4.6277
-0.108337,4.6011
-0.096436,4.5764
-0.085449,4.549
-0.077667,4.5248
-0.064392,4.5023
-0.055389,4.4794
-0.048981,4.4586
-0.0383,4.4363
-0.040588,4.4168
-0.038147,4.4009
-0.033569,4.3811
-0.033112,4.3674
-0.031128,4.3521
-0.02655,4.3372
-0.023804,4.3228
-0.021057,4.3134
-0.018005,4.2996
-0.014038,4.2899
-0.016479,4.2841
-0.016174,4.2743
-0.011444,4.2694
-0.009003,4.2599
-0.006561,4.2542
-0.006561,4.2508
-0.001373,4.249
0.000916,4.2447
0.001068,4.2444
0.003357,4.2447
0.003357,4.245
0.00824,4.2444
0.013275,4.2441
0.013428,4.2499
0.01297,4.2545
0.013428,4.2593
0.012817,4.2648
0.012817,4.2688
0.014954,4.2743
0.01297,4.2844
0.015564,4.2926
0.015411,4.2987
0.010529,4.3082
0.013428,4.3219
0.020447,4.3326
0.038452,4.343
0.059357,4.357
0.050201,4.3677
0.073395,4.382
0.051575,4.3958
0.007477,4.4113
-0.018463,4.4302
-0.014191,4.4446
-0.014648,4.4626
-0.023193,4.4803
-0.028687,4.4983
-0.026093,4.5181
-0.020294,4.538
-0.016174,4.5569
-0.013885,4.5764
-0.009003,4.5966
-0.018921,4.6207
-0.083008,4.6399
-0.058899,4.6646
0.194702,4.6875
0.903778,4.7092
0.889587,4.733
0.183411,4.7577
-0.319214,4.7824
-0.45105,4.8068
-0.332184,4.834
-0.176086,4.859
-0.108795,4.8843
-0.075378,4.9118
-0.055542,4.938
-0.041046,4.9652
-0.030975,4.9911
-0.021515,5.0192
-0.007935,5.0455
-0.001678,5.0732
0.000916,5.0967
0.00824,5.1257
0.020599,5.1514
0.025482,5.177
0.035095,5.2042
0.044098,5.2277
0.057526,5.2542
0.070801,5.2771
0.091705,5.3012
0.110168,5.3232
0.1297,5.3452
0.146637,5.3665
0.157776,5.3867
0.156403,5.4086
0.135345,5.4257
0.085449,5.4456
0.016174,5.4642
-0.063019,5.4819
-0.119629,5.499
-0.157471,5.5136
-0.180054,5.5328
-0.185089,5.5472
-0.177612,5.5621
-0.168152,5.5768
-0.150909,5.5908
-0.133667,5.6061
-0.116119,5.6201
-0.10437,5.6335
-0.090027,5.6451
-0.082703,5.6595
-0.074158,5.6738
-0.063171,5.6888
-0.055389,5.7043
-0.050659,5.7181
-0.042725,5.7324
-0.035858,5.7477
-0.031281,5.762
-0.031281,5.7761
-0.028381,5.791
-0.023651,5.8054
-0.023346,5.82
-0.020905,5.8353
-0.018158,5.8499
-0.018768,5.8646
-0.015259,5.8795
-0.011139,5.8972
-0.008698,5.9113
-0.013885,5.9268
-0.009003,5.9412
-0.006409,5.9558
-0.001831,5.9702
-0.001678,5.9821
-0.001831,5.9961
-0.001984,6.0114
-0.001678,6.0248
0.003204,6.0406
0.005951,6.0538
0.003204,6.0678
0.005798,6.0788
0.00824,6.0934
0.006256,6.1087
0.011902,6.1212
0.026245,6.1331
0.05188,6.1469
0.049133,6.1627
0.062714,6.1716
0.063782,6.1859
0.022278,6.1996
-0.008545,6.2109
-0.009155,6.2241
-0.006561,6.2347
-0.013885,6.2479
-0.023499,6.2598
-0.019836,6.2701
-0.018921,6.2842
-0.015411,6.2939
-0.011444,6.3071
-0.006409,6.3187
-0.021515,6.3275
-0.072021,6.3382
-0.07431,6.3522
0.078125,6.3617
0.622101,6.3718
0.979156,6.3818
0.440063,6.3913
-0.098724,6.402
-0.409698,6.4105
-0.390625,6.4209
-0.234528,6.4301
-0.123596,6.4395
-0.084076,6.4487
-0.062866,6.4539
-0.05188,6.4642
-0.038605,6.4746
-0.025024,6.4801
-0.016479,6.4893
-0.009003,6.499
0.000916,6.5036
0.005798,6.514
0.013123,6.5176
0.015717,6.5271
0.020294,6.5332
0.037537,6.5375
0.046997,6.5436
0.05661,6.5527
0.071564,6.557
0.087128,6.5619
0.1091,6.5674
0.12207,6.5723
0.127411,6.5762
0.13504,6.5771
0.118256,6.5817
0.088043,6.5857
0.029602,6.5863
-0.037842,6.5909
-0.095215,6.5967
-0.131989,6.5973
-0.153198,6.6016
-0.158081,6.601
-0.155792,6.6037
-0.148315,6.6064
-0.137329,6.6068
-0.120392,6.611
-0.104218,6.6107
-0.091095,6.6116
-0.078735,6.6153
-0.067291,6.615
-0.060272,6.6202
-0.05722,6.6202
-0.055237,6.6211
-0.050507,6.6254
-0.044556,6.6254
-0.0383,6.6309
-0.0383,6.6302
-0.035858,6.6306
-0.033569,6.6357
-0.028687,6.6351
-0.02594,6.6406
-0.028381,6.6394
-0.023804,6.6455
-0.021057,6.6452
-0.018463,6.6504
-0.013733,6.6507
-0.01358,6.6556
-0.011444,6.6599
-0.006104,6.6595
-0.003815,6.6641
-0.006256,6.6644
-0.004272,6.669
-0.003662,6.6745
-0.001678,6.6736
0.001221,6.6791
0.010376,6.6846
0.022888,6.6885
0.045166,6.6895
0.043488,6.6937
0.050354,6.6983
0.060272,6.7035
0.022125,6.7044
-0.006256,6.709
-0.016479,6.7139
-0.006409,6.7184
-0.011444,6.7224
-0.02121,6.7239
-0.021362,6.7285
-0.01358,6.7328
-0.00885,6.7383
-0.009003,6.7419
-0.003967,6.7471
-0.001373,6.7471
-0.045319,6.752
-0.055695,6.7578
0.065155,6.7618
0.497742,6.767
1.022339,6.767
0.54718,6.7719
-0.026855,6.7764
-0.381622,6.7822
-0.398712,6.7859
-0.25589,6.7871
-0.135803,6.7914
-0.088348,6.796
-0.062866,6.8018
-0.050201,6.8048
-0.03952,6.8057
-0.028534,6.8115
-0.018921,6.8161
-0.014038,6.817
-0.003967,6.8198
0.003357,6.8259
0.010834,6.8283
0.020294,6.8304
0.025482,6.835
0.035248,6.8353
0.042267,6.8405
0.059052,6.8399
0.076141,6.8448
0.094757,6.8451
0.110016,6.8488
0.126343,6.8503
0.13031,6.85
0.128021,6.8497
0.114136,6.85
0.082703,6.8561
0.024567,6.8549
-0.042877,6.8549
-0.102692,6.8552
-0.146942,6.8549
-0.172729,6.8546
-0.175171,6.8552
-0.170441,6.8546
-0.158386,6.8555
-0.139923,6.8546
-0.126648,6.8542
-0.10788,6.8555
-0.094452,6.8546
-0.082397,6.8506
-0.067596,6.8497
-0.05661,6.8497
-0.050659,6.8506
-0.045471,6.85
-0.035706,6.8506
-0.03067,6.8503
-0.030975,6.8506
-0.028381,6.8448
-0.02594,6.8451
-0.023499,6.8457
-0.023499,6.8451
-0.018768,6.8448
-0.02121,6.8451
-0.02121,6.8448
-0.018921,6.8451
-0.017853,6.8451
-0.013733,6.8457
-0.011292,6.8451
-0.00885,6.8457
-0.009155,6.8451
-0.006561,6.8451
-0.006409,6.8457
0.000916,6.8457
0.000916,6.846
0.003357,6.8451
0.005646,6.8445
0.015564,6.8451
0.039368,6.8451
0.056763,6.8451
0.054169,6.8457
0.06897,6.8451
0.031738,6.8451
-0.003967,6.85
-0.019073,6.8494
-0.008698,6.8494
-0.011139,6.85
-0.023346,6.85
-0.023499,6.8497
-0.016174,6.8494
-0.011444,6.8503
-0.011139,6.8497
-0.006561,6.8546
-0.003967,6.8555
-0.017548,6.8542
-0.063019,6.8549
0.001678,6.8546
0.264282,6.8542
0.932159,6.8549
0.821838,6.8549
0.139923,6.8597
-0.328217,6.8597
-0.431061,6.86
-0.30899,6.8604
-0.16098,6.8594
-0.100708,6.8597
-0.072632,6.8607
-0.05661,6.8604
-0.039825,6.8604
-0.028687,6.8649
-0.014038,6.864
-0.003662,6.864
0.001068,6.8649
0.00824,6.8643
0.018005,6.8643
0.025482,6.8643
0.037231,6.8643
0.047455,6.8616
0.058746,6.8597
0.075378,6.8591
0.091248,6.8594
0.110626,6.8597
0.134888,6.8549
0.15213,6.8549
0.161896,6.8546
0.160675,6.85
0.147705,6.85
0.111694,6.8457
0.051117,6.8457
-0.028381,6.8399
-0.102844,6.8365
-0.15686,6.8359
-0.188599,6.8304
-0.203552,6.8256
-0.2005,6.8262
-0.192413,6.821
-0.180206,6.8158
-0.160828,6.8115
-0.139771,6.8066
-0.121613,6.8051
-0.102234,6.8008
-0.085907,6.796
-0.070343,6.792
-0.058746,6.7871
-0.048218,6.7816
-0.040741,6.7764
-0.033417,6.7712
-0.028534,6.7667
-0.028534,6.7627
-0.028381,6.7581
-0.031128,6.7563
-0.030823,6.752
-0.030823,6.7474
-0.028381,6.7426
-0.028229,6.7377
-0.025482,6.7334
-0.025635,6.7279
-0.023651,6.723
-0.017395,6.7181
-0.016327,6.7139
-0.016327,6.7093
-0.011139,6.7041
-0.009155,6.7007
-0.006714,6.6983
-0.006409,6.6928
-0.003967,6.6882
-0.001526,6.6809
0.000763,6.6739
0.001068,6.6687
0.00351,6.665
0.005646,6.6595
0.00824,6.6553
0.010681,6.6443
0.010681,6.64
0.010681,6.6351
0.010834,6.6254
0.015564,6.6202
0.029755,6.6107
0.063019,6.6052
0.062561,6.5958
0.072784,6.5906
0.067749,6.582
0.016785,6.5714
-0.016022,6.5671
-0.016022,6.5573
-0.01358,6.5475
-0.02121,6.5424
-0.028229,6.5326
-0.023956,6.5237
-0.018921,6.5134
-0.018921,6.5036
-0.016174,6.4944
-0.011444,6.4856
-0.011292,6.4783
-0.039368,6.4688
-0.063629,6.4587
0.047302,6.4496
0.43457,6.4404
1.08551,6.4297
0.596466,6.4194
-0.119781,6.4099
-0.441437,6.4001
-0.388947,6.3913
-0.220337,6.3809
-0.113068,6.3715
-0.080109,6.3617
-0.059052,6.3513
-0.04425,6.3409
-0.033569,6.3318
-0.023346,6.3232
-0.011597,6.3132
-0.001831,6.3037
0.007629,6.2936
0.01297,6.2842
0.023193,6.2744
0.032806,6.264
0.044708,6.2506
0.057068,6.2402
0.071716,6.2271
0.087585,6.2164
0.109558,6.2012
0.13031,6.1868
0.148926,6.1722
0.159454,6.1572
0.166931,6.138
0.164337,6.1227
0.145721,6.1032
0.101929,6.0855
0.029602,6.0693
-0.056,6.0501
-0.130157,6.0306
-0.184937,6.015
-0.214081,5.9961
-0.221863,5.9772
-0.221863,5.9579
-0.209503,5.9415
-0.190887,5.9225
-0.171356,5.9082
-0.154114,5.8887
-0.133514,5.8734
-0.111847,5.8548
-0.094757,5.8389
-0.079803,5.8255
-0.068359,5.8105
-0.057831,5.7959
-0.04837,5.7812
-0.040894,5.766
-0.03418,5.7544
-0.028381,5.7422
-0.02594,5.7278
-0.02594,5.7178
-0.02594,5.7077
-0.025787,5.6982
-0.025787,5.6854
-0.023804,5.676
-0.023804,5.6686
-0.023651,5.6592
-0.021057,5.6497
-0.016174,5.6442
-0.01358,5.6345
-0.009003,5.6302
-0.009003,5.6207
-0.006714,5.6152
-0.001678,5.6104
0.000763,5.6058
-0.001831,5.6012
0.000763,5.5957
0.003204,5.5902
0.005646,5.5905
0.00824,5.5856
0.007935,5.5807
0.00824,5.5801
0.010681,5.5765
0.010376,5.5762
0.00824,5.5713
0.010529,5.5716
0.014648,5.567
0.018005,5.5667
0.0177,5.5621
0.018158,5.5618
0.018158,5.5618
0.015717,5.5621
0.020599,5.5566
0.037537,5.5563
0.071259,5.5576
0.061798,5.5524
0.078125,5.5524
0.059967,5.5521
0.012817,5.5518
-0.010376,5.5469
-0.013428,5.5469
-0.014343,5.5475
-0.020294,5.542
-0.026093,5.5426
-0.023804,5.5377
-0.018616,5.5374
-0.016174,5.5328
-0.011292,5.5322
-0.009155,5.528
-0.006561,5.5276
-0.044861,5.5225
-0.072479,5.5228
0.047302,5.5176
0.492706,5.5139
1.118469,5.5133
0.537262,5.5081
-0.17807,5.5069
-0.453186,5.5035
-0.372009,5.4984
-0.202484,5.4984
-0.115051,5.4938
-0.085449,5.4886
-0.062866,5.4837
-0.04837,5.4843
-0.035553,5.4794
-0.023804,5.4742
-0.011292,5.4691
-0.001373,5.4642
0.008392,5.4642
0.018311,5.4593
0.025177,5.4544
0.034332,5.4492
0.044861,5.4446
0.054169,5.4401
0.06897,5.43
0.085907,5.4202
0.103302,5.4102
0.125427,5.401
0.14389,5.3873
0.157318,5.3766
0.164337,5.3619
0.167084,5.3473
0.150757,5.3329
0.10437,5.318
0.031433,5.3033
-0.056458,5.289
-0.125885,5.2701
-0.179138,5.2545
-0.208435,5.2393
-0.218811,5.2252
-0.214539,5.2106
-0.202484,5.1923
-0.185852,5.177
-0.167999,5.162
-0.150757,5.1471
-0.131989,5.1331
-0.114441,5.1199
-0.095673,5.1077
-0.082245,5.0937
-0.067444,5.0809
-0.057678,5.0702
-0.052948,5.0598
-0.04303,5.0452
-0.039062,5.0351
-0.03418,5.0262
-0.031281,5.0165
-0.028687,5.0098
-0.02594,5.0006
-0.023499,4.9915
-0.023651,4.9863
-0.023651,4.9762
-0.021057,4.9722
-0.020905,4.9673
-0.02121,4.9628
-0.013885,4.9567
-0.009003,4.9524
-0.006409,4.9478
-0.00412,4.9429
-0.004272,4.9399
-0.001678,4.9377
-0.001221,4.9329
0.003204,4.9329
0.003204,4.9301
0.005493,4.9286
0.008545,4.9289
0.010681,4.9277
0.013123,4.9286
0.010681,4.9234
0.01297,4.9234
0.015869,4.9234
0.012817,4.9231
0.010834,4.9234
0.010529,4.9231
0.011139,4.9225
0.013123,4.928
0.012817,4.9286
0.010529,4.9283
0.020599,4.928
0.043945,4.9277
0.066528,4.9286
0.054626,4.9283
0.074005,4.9329
0.047913,4.9332
0.00412,4.9338
-0.015411,4.9332
-0.011139,4.9329
-0.016479,4.9384
-0.023804,4.9377
-0.021973,4.9377
-0.019531,4.9377
-0.018616,4.9384
-0.013733,4.942
-0.009003,4.9432
-0.008698,4.9426
-0.029449,4.9429
-0.084686,4.9426
-0.027771,4.9475
0.296021,4.9475
1.03363,4.9481
0.774536,4.9472
0.008392,4.9527
-0.413971,4.9524
-0.414581,4.9518
-0.249329,4.9524
-0.127411,4.9576
-0.082245,4.9576
-0.061035,4.9622
-0.046082,4.9622
-0.037842,4.9673
-0.02655,4.9673
-0.014801,4.9719
-0.00473,4.9771
0.003357,4.9823
0.013275,4.9866
0.020599,4.9921
0.027161,4.9963
0.035706,5.0009
0.044098,5.0061
0.054016,5.011
0.06424,5.0208
0.083618,5.0253
0.103455,5.0311
0.125122,5.0394
0.144806,5.0458
0.15686,5.0494
0.159302,5.0589
0.154877,5.0647
0.128479,5.0693
0.050659,5.0793
-0.010681,5.0833
-0.090485,5.0934
-0.147858,5.098
-0.18158,5.1068
-0.201111,5.1132
-0.204773,5.1224
-0.195007,5.127
-0.180054,5.1376
-0.167542,5.1471
-0.147095,5.1562
-0.127411,5.1639
-0.113983,5.1715
-0.101471,5.1813
-0.084839,5.1938
-0.074768,5.2057
-0.067291,5.2151
-0.057526,5.2249
-0.046387,5.2393
-0.040588,5.2493
-0.034485,5.2625
-0.030975,5.2744
-0.031128,5.2881
-0.031128,5.2979
-0.030823,5.3131
-0.03067,5.3229
-0.031128,5.3372
-0.024719,5.351
-0.023804,5.3619
-0.018463,5.3766
-0.013885,5.3909
-0.011292,5.4056
-0.009613,5.4196
-0.006561,5.4333
-0.006409,5.4486
-0.004272,5.4633
-0.003967,5.4785
-0.001678,5.4938
0.003204,5.5075
0.000916,5.5225
0.000916,5.5405
0.005646,5.5579
-0.000153,5.5713
0.000763,5.5862
0.003815,5.6046
0.005798,5.6198
0.008392,5.6375
0.010529,5.654
0.008087,5.6732
0.01297,5.6891
0.020294,5.7077
0.029144,5.7275
0.054321,5.7452
0.049744,5.7651
0.070496,5.7843
0.05661,5.8011
0.011597,5.8206
-0.011444,5.8401
-0.013733,5.8591
-0.011444,5.8786
-0.023804,5.8975
-0.024567,5.9183
-0.021057,5.9375
-0.016174,5.9558
-0.016327,5.9744
-0.010681,5.9912
-0.006714,6.0107
-0.020752,6.0297
-0.082703,6.0492
-0.061951,6.0678
0.142517,6.0843
0.783997,6.1029
0.892334,6.1206
0.283203,6.1377
-0.230408,6.1563
-0.448151,6.1728
-0.368195,6.189
-0.204315,6.2057
-0.114899,6.2204
-0.080414,6.2381
-0.060577,6.2543
-0.046387,6.2698
-0.033417,6.2842
-0.026093,6.2982
-0.013733,6.3135
-0.00412,6.3281
-0.001526,6.3422
0.006104,6.3565
0.015564,6.3669
0.019531,6.3818
0.032501,6.391
0.043793,6.4056
0.053711,6.4151
0.062256,6.4255
0.080414,6.4355
0.098724,6.445
0.115356,6.4545
0.125427,6.4648
0.132446,6.474
0.134888,6.4795
0.118713,6.4883
0.076904,6.4944
0.013733,6.5036
-0.052185,6.5079
-0.10849,6.5131
-0.143738,6.5228
-0.157318,6.5274
-0.164032,6.5326
-0.158081,6.5372
-0.143585,6.5424
-0.134735,6.5479
-0.121155,6.5527
-0.102539,6.5576
-0.090179,6.561
-0.078278,6.5668
-0.069733,6.5717
-0.057983,6.5759
-0.050659,6.582
-0.046387,6.5857
-0.041656,6.5912
-0.036011,6.5961
-0.032043,6.5991
-0.028687,6.6006
-0.028992,6.6058
-0.023804,6.6104
-0.021057,6.6156
